location	lat	lon	txt	place
32.992222222,35.691666666	32.992222222	35.691666666	בנמיביה, לא רחוק מהגבול עם דרא"פ, שוכנת עיירת מכרות בשם ראש פינה	ראש פינה
31.777946,35.245686	31.777946	35.245686	הנסיך צ'ארלס ביקר ביום שישי בקבר סבתו מצד אביו בכנסיית מריה מגדלנה למרגלות הר הזיתים. אליס, נסיכת באטנברג נפטרה בשנת 1969 באנגליה ועצמותיה הועברו לירושלים בשנת 1988 על פי בקשתה. הנסיך צ'ארלס תיכנן את הביקור כבר לפני שבועיים, מיד לאחר ששמע על השבץ שקיבל שמעון פרס https://he.wikipedia.org/…/%D7%90%D7%9C%D7%99%D7%A1,_%D7%A0…	הר הזיתים
32.054444444,34.751666666	32.054444444	34.751666666	היפה והמיואש:אצל 'פלאפל המיואש' הזכור לטוב, ברחוב פינסקר.מלכת היופי המודחת גליה ארקין מדגמנת אכילת פלאפל. צילום: פריץ כהן, 1958.התמונה צולמה עבור חוברת של משרד התיירות.גליה (לפעמים גילה), ילידת נוה צדק, היא נכדתם מצד אימה של רחמים ורבקה מויאל, מהראשונים שיצאו לבנות את ביתם מחוץ לחומות יפו.מצד אביה היא בת למשפחת ארקין ממייסדי עקרון. אביה היה שוטר חוקר במשטרה הבריטית ונרצח ביפו אחרי שפתר תעלומת שודדי רכבת, ואלה שלחו בעקבותיו רוצח.הוריה נישאו באחת החתונות המעורבות הראשונות של הישוב העברי. בגיל 17 זכתה בתחרות מלכת היופי של ישראל, אך שבועות מעטים לאחר מכן חוללה סערה בביצה, כשנתגלה ששבועיים לפני התחרות היא התחתנה, בניגוד לתקנון, וכתר המלכות נשלל ממנה. עם זאת נבחרה לדוגמנית הבית של משרד התיירות והיתה לאושיה מרכזית בלב הבוהמה התל אביבית של שנות החמישים.המקור VTLV	יפו
31.258888888,34.797777777	31.258888888	34.797777777	המחוזות של ישראל לא בדיוק מייצגים הרבה, במיוחד שאשדוד משום מה במחוז דרום ולא במחוז מרכז, אבל אם נלך לפי המחוזות, אז בעיגול מאוד מאוד גס לשם נוחות, אפשר להגיד שבמחוז מרכז יש 2 מיליון אנשים, ובכל שאר המחוזות (כולל מחוז תל אביב, לא כולל "מחוז" יהודה ושומרון) יש מיליון אנשים. זה אומר לנו שבמרכז (מחוז תל אביב + מחוז מרכז) יש 3 מיליון אנשים, ושבצפון (מחוז חיפה + מחוז צפון) יש 2 מיליון אנשים שזה שווה למחוז ירושלים ומחוז דרום ביחד. זה כי אחרי באר שבע (ובאופן מסוים אחרי ירושלים) אין כמעט כלום, לעומת זאת אחרי חיפה יש עוד עולם ומלואו, אז יותר אנשים גרים בצפון מאשר בדרום או באזור ירושלים.	באר שבע
32.8,34.983333333	32.8	34.983333333	שמעון פרס הבלתי נלאה החל את תפקידו כשר התחבורה ב- 1 בספטמבר 1970. על ההתחלה הוא כבר הבין מה צריך להיות בראש סדר העדיפויות: רכבת תחתית בתל אביב ורכבת מהירה בקו תל אביב-ירושלים. וכך נכתב ב'מעריב' מה- 24 במרץ 1971: "באזור תל-אביב תיבנה מנהרה תת-קרקעית בצורת טבעת אשר ממנה יצאו שלוחות להרצליה, לרמלה, לחולון ולפתח-תקווה. בשלב שני תימשך המסילה ת"א-רמלה לירושלים ות"א-הרצליה לחיפה. לפי מחקר שנתקבל מחברת הרכבות הבריטית, מורה אחת האלטרנטיבות במחקר כי משך הנסיעה מתל-אביב לירושלים יארך 25 דקות ומשך הנסיעה מירושלים לתל-אביב יארך 22 דקות". פרס אמר עוד כי בעיניו לתוכנית זו אין תחליף.	חיפה
31.75236111,35.182	31.75236111	35.182	תכירו - זה סאטורן, תנין המחמד של היטלר.* התנין הקשיש בן ה-85 חי וקיים ומתגורר בימים אלו בגן החיות במוסקבה!*(עדכון) אז מסתבר שזה לא נכון! קוראים לו סאטורן והוא בן 85. הוא הגיע מברלין בסיום מלחה"ע השניה והוא ידוע בכינוי 'תנין היטלר'... אבל הוא לא היה שייך להיטלר ואין בין השניים קשר. אם זה נשמע טוב מדי להיות נכון, זה כנראה לא נכון :( עמכם הסליחה.מקור: http://www.mydestination.com/…/t…/723419/moscow-urban-jungle	מלחה
32.55679722,35.39300278	32.55679722	35.39300278	מה עולה לכם בראש כשאתם רואים שם של מקום ולצידו הכינוי ״איחוד״ או ״מאוחד״? הנטייה הטבעית היא לחשוב שמדובר ב-2 קבוצות יריבות שהחליטו לאחד כוחות, אבל ממש כמו 2 דוכני שווארמה האחד ליד השני שנושאים באותו השם לצד ״המקורי״ ו״האורגינל״ מדובר על פילוג כואב. גבעת חיים איחוד <-> גבעת חיים מאוחד אשדות יעקב איחוד <-> אשדות יעקב מאוחד עין חרוד איחוד <-> עין חרוד מאוחד 6 קיבוצים שנוצרו מ-3 קיבוצים שהתפצלו בעקבות הפילוג בקיבוץ המאוחד, כתוצאה ממשבר אידאולוגי חריף. חצי מהקיבוצים ב״איחוד הקיבוצים״ וחצי ב״קיבוץ המאוחד״ (שגם אלה שמות אירוניים משהו) מקור: https://he.wikipedia.org/…/%D7%94%D7%A4%D7%99%D7%9C%D7%95%D…	עין חרוד מאוחד
31.75236111,35.182	31.75236111	35.182	רובן המוחלט של אומות העולם, משתמשות בצבעי הדגל הלאומי כבסיס לצבעי מדי הנבחרות. לעתים חשיבות הצבעים מתבטאת אף בשם הנבחרת. דוגמה לכך היא "הטריקולור" (3 color)- הלוא היא נבחרת צרפת (על שלל ענפי הספורט שהיא לוקחת בהם חלק), ובהם היא עוטה את שלושת צבעי הדגל הלאומי- כחול, לבן ואדום. נבחרתינו הצנועה מתהדרת גם היא בשני צבעי הדגל שלה, ולא בדיוק ששה להכתיב את קו האופנה העדכני. זאת למגינת לבם של אוהדיה הרבים אשר כמהים להתהלך ברחבי הגלובוס, זקופי חזה, בעת שהם עונדים את הסמל הלאומי עליו ואת השם Shir Tzedek על גבם השרירי. כמוה גם נבחרות כשרוניות ומעוטרות ממנה, קרי ארצות הברית, ארגנטינה, ברזיל, ועוד רבות. אז מתי אנו פוגשים יוצא מן הכלל שאינו מעיד על הכלל, וחשוב מכך-מדוע??? מסתבר שישנן מספר נבחרות עם נסיבות שונות ומשונות. הבה: 1. איטליה- דגל אדום, לבן וירוק. אז מאיפה הגיע הכחול-למבדה לעזאזל? מסתבר שהאחרון היה הצבע הרשמי של בית האצולה ששלט באיטליה מ1861 עד1946- בית סבויה. 2.גרמניה-דגל אדום שחור וצהוב. מדים- לבן ושחור, וירוק. מה אתם רוצים מאיתנו יקים מוזרים? לגבי הלבן-שחור. מקור הצבעים הם בפרוסיה שקדמה לגרמניה המודרנית. עד כאן הכל מוסכם. לגבי התלבושת השניה- הירוקה: ישנה אגדה אורבנית שמספרת כי הנבחרת הראשונה אשר הסכימה לשחק מול מערב גרמניה לאחר מלחה"ע ה2, הייתה אירלנד (שלובשת ירוק) וכאות מחווה בחרו הגרמנים לשחק מעתה עם צבע זה. כיום ידוע כי זו אינה אלא תאוריה עקרה, והסיבה לירוק ככל הנראה טמונה בסמל ההתאחדות הגרמנית, אולם על כך אין קונצנזוס. 3.אוסטרליה- דגל כחול, לבן ואדום. מדים- ירוק וצהוב\ זהב. חברינו האוסטרלים בחרו בצבעים זהים לאלו של נבחרת ברזיל. האם מתוך תקווה שגם יכולות השחקנים ידמו לאלה של הברזיאלים? ואולי כאות סולידריות בין שתי המדינות שמרוויחות הכי הרבה מנדיבותו של התרמילאי הישראלי?(אולי חוץ מהודו). מסתבר שהתשובה לכך אינה אחת מאלה. ירוק וזהב הם הצבעים הלאומיים של אוסטרליה כפי שנקבעו על ידי ניניאן סטפן, המושל הכללי של אוסטרליה ב 19 באפריל 1984. הצבעים המדויקים נקבעו לפי קטלוג פנטון והם 116C ו 348C (!) שימוש במשפט "מדי הירוק והזהב" נעשה כאשר דנים במדים של הנבחרות הלאומיות או על ספורטאים המייצגים את המדינה. קיימת אמונה הגורסת כי צבעים אלו נבחרו לפי צבעי השיטה המכחילה, הפרח הלאומי האוסטרלי. 4. אחרונה וחביבה במיוחד עלינו עם הספר היא כמובן הולנד- בירת הסמים והזונות של אירופה. נבחרתה של זו נקראת האוראנז' (orange ) אף על פי שידוע לכל כי צבעי דגלה הם כמו של שכנתה צרפת, אך מאוזנים ולא מאונכים. הסבר: שושלת אורנג'-נסאו כללה דוכסים ורוזנים ומאז המאה ה-16 היוותה חלק חשוב בפוליטיקה המקומית בהולנד, אחרי שוויליאם הראשון הנהיג מרד כנגד הספרדים ששלטו באזור, במה שהפך למלחמת 80 השנה. עצמאותה של הולנד הוכרזה על ידי וויליאם ואנשיו ב-1581, אבל הוכרה רק ב-1648. חיילי המהפכה נהגו לצעוד עם דגל זהה לזה מהיום, אלא שהפס העליון שלו פעם היה כתום ולא אדום.תייגו חבר שהוא דגל אוסטרליה וחבר שהוא נצר למשפחת סבויה ואל תגידו להם מי זה מי. רפרנסים: https://he.wikipedia.org/…/%D7%94%D7%A6%D7%91%D7%A2%D7%99%D…https://www.theguardian.com/…/2004/jul/21/theknowledge.sporthttps://sports.walla.co.il/item/1069796בתמונות- שיטה מכחילה אוסטרלית, נבחרת הולנד מול איטליה, ושיר צדק *סדר ספורדי	מלחה
32.607777777,35.289722222	32.607777777	35.289722222	בין השנים 1977-1979 קלטה ואזרחה מדינת ישראל כ-400 פליטים ויאטנמים שברחו לים (כונו "אנשי הסירות") בתקווה שמישהו יציל אותם לאחר ההפסד במלחמת ויאטנם.**עובדת בונוס** - האחים עופר פיטרו את מאיר תדמור, קברניט הספינה שאסף את הפליטים, בגלל שהאט את התקדמותה.בתמונה, ילד ויאטנמי בגן בעפולה. מקור: https://he.m.wikipedia.org/…/%D7%A7%D7%9C%D7%99%D7%98%D7%AA…	עפולה
32.820118,35.00448	32.820118	35.00448	כשאדולף אייכמן הובא לארץ ב-1960 על ידי המוסד, זו לא היתה הפעם הראשונה שלו בארץ.ב-1937 נשלח אייכמן הצעיר, "מומחה לענייני יהודים" לארץ ישראל, על מנת לבדוק עבור הרייך את ההיתכנות להעביר לשם את היהודים כאחת ההצעות ל"פתרון הסופי". אייכמן ומפקדו הרברט האגן הגיעו באוניה לנמל חיפה, במסווה של עיתונאי וסטודנט, אבל הבריטים שחשדו בהם ובכוונותיהם, התירו להם לשהות לילה אחד בלבד בארץ, מה שלא הפריע לאייכמן לדווח בגרמניה שהכיוון הזה חסר סיכוי מכיוון שהמצב הכלכלי בארץ מעורער. היהודים, בגלל חוסר היכולת לרמות ארים, מרמים שם זה את זה, הסביר.מקור: https://he.wikipedia.org/…/%D7%91%D7%99%D7%A7%D7%95%D7%A8_%…	נמל חיפה
32.8,34.983333333	32.8	34.983333333	כשאדולף אייכמן הובא לארץ ב-1960 על ידי המוסד, זו לא היתה הפעם הראשונה שלו בארץ.ב-1937 נשלח אייכמן הצעיר, "מומחה לענייני יהודים" לארץ ישראל, על מנת לבדוק עבור הרייך את ההיתכנות להעביר לשם את היהודים כאחת ההצעות ל"פתרון הסופי". אייכמן ומפקדו הרברט האגן הגיעו באוניה לנמל חיפה, במסווה של עיתונאי וסטודנט, אבל הבריטים שחשדו בהם ובכוונותיהם, התירו להם לשהות לילה אחד בלבד בארץ, מה שלא הפריע לאייכמן לדווח בגרמניה שהכיוון הזה חסר סיכוי מכיוון שהמצב הכלכלי בארץ מעורער. היהודים, בגלל חוסר היכולת לרמות ארים, מרמים שם זה את זה, הסביר.מקור: https://he.wikipedia.org/…/%D7%91%D7%99%D7%A7%D7%95%D7%A8_%…	חיפה
31.77746667,35.21896944	31.77746667	35.21896944	הקהילה הגאה יוצאת מהארון. מאי 1998, ארגון בלה דואגת (אז ארגון עצמאי) אירגן את אירוע הוויגסטוק השלישי שנערך בישראל, ברוח זכייתה של דנה אינטרנשיונל בביצוע השיר דיווה באירווזיון. האירוע הופסק על ידי המשטרה בטענה שהשבת נכנסת, החלטה שעוררה זעם בקרב אנשי הקהילה הגאה ואף עלו טענות לחוסר הסבירות שלה מאחר שהאירוע התקיים בצהרי יום שישי, באישור הרשויות, בעיר תל אביב. ההחלטה עוררה תגובה ספונטנית וחריפה מצד באי האירוע, מלכת הדראג ליידי סמנת'ה (סמי ג'אבר) קראה לבאי האירוע לחסום את צומת הרחובות ז'בוטינסקי והירקון ביציאה מגן העצמאות, משתתפי האירוע נענו לקריאתה והתיישבו על הכביש על מנת למנוע תנועת רכבים בציר שנחסם במשך כשעתיים ותנועת הרמזורים בעיר הופסקה. במהלך ההפגנה נשמעו קריאות בגנות מדיניות המשטרה ודגל הגאווה הונף על ניידת משטרה. בעימותים אלו חלק מהשוטרים השתמשו בכפפות גומי, תמונה אשר עוררה סערה תקשורתית. לאחר כשעתיים הגיעו מארגני האירוע והמשטרה לידי הסכמה, כך שניתן אישור לחברי הקהילה לצעוד לעבר כיכר רבין דרך רחוב ז'בוטינסקי, אבן גבירול ומשם לכיכר, היה זה מצעד הגאווה הבלתי פורמלי הראשון! "אירועי וויגסטוק 1998" זכו לסיקור תקשורתי נרחב והציגו את התנהלותה הבעייתית של המשטרה בנוגע לקהילה הגאה. כחודש לאחר מכן ביום הגאווה הבינלאומי, החליטה הקהילה הגאה לראשונה לקיים את מצעד הגאווה בישראל, שלא התקיים עד אז. מסלול המצעד נקבע כצעדה הפוכה למסלול אותו צעדו מפגיני הוויגסטוק כחודש לפני כן ובכך נוסד מצעד הגאווה הראשון במדינת ישראל, שמאז מסלולו שונה מספר פעמים.עובדה בונוס: ראיתם אנשים עם גופיות זוהרות במועדון מחלקים לכם משהו? ראו תמונה, אלו המתנדבים של בלה דואגת מחלקים לכם.עובדה בונוס 2: בשנת 2002 התאחד האירגון עם הועד למלחמה באיידס.עובדה בונוס 3: האירגון מבצע בדיקות לגילוי HIV ועגבת במספר מרכזים בארץ באופן אנונימי וללא עלות לבני ובנות הקהילה הגאה- בחיפה, תל אביב, ירושלים ובאר שבע, אך בעקבות קיצוץ תקציבי ממשרד הבריאות הבדיקות תעלנה 50 שח לכל בדיקה, כך שבדיקת עגבת וHIV תעלה 100 שח.עובדה בונוס 4: האירגון הוביל את המאבק להכנסת טיפול ה PrEP לקופות החולים, ונכון לספטמבר הוא ניתן במסגרת ביטוחי השב”ן.מקורות: 1. הייתי באירוע ב98, אז בן 10 על הכתפיים של אחי הגיי פרנדלי, כנראה שהוא ידע מאז ומתמיד.2.ויקיפדיה- בלה דואגת : https://he.wikipedia.org/…/%D7%91%D7%9C%D7%94_%D7%93%D7%95%…3.אתר הועד למלחמה באיידס : http://www.aidsisrael.org.il/article/bla4.על טיפול ה Prep מתוך ynet: http://www.ynet.co.il/articles/0,7340,L-4999664,00.html5. בתמונה- המתנה של בלה, “קחו, כדי שלא תתרבו”**עריכה: אם לדעתכם זאת עובדה כן חשובה, אז תעשו לייק לעמוד שלהם כי לא מתאים לכם לפספס ידיעות חשובות.** עריכה 2: תמונות מהאירוע באדיבות Noga Shafir Haim	גן העצמאות
29.549166666,34.953361111	29.549166666	34.953361111	בניגוד לדעה הרווחת, אום רשרש הוא אינו השם הקודם של אילת, אלא שימש בתור שם לבקתה ששמשה בתור תחנת משטרה בתקופה המנדט הבריטי.עובדות בונוס: 1.כיום תחנת המשטרה היא אתר מורשת עולמי 2.הבקתה עשוייה מחימר מצ"ב בתגובה תמונה של אום רשרש תחנת המשטרה מקור: https://he.m.wikipedia.org/…/%D7%90%D7%95%D7%9D_%D7%A8%D7%A…	אום רשרש
32.9,35.283333333	32.9	35.283333333	האם הכרתם את אחיכם במזרח הרחוק? בני המנשה הם חלק מבני השבטים קוקי-צ'ין-מיזו ממדינות מיזוראם, אסאם ומניפור שבצפון מזרח הודו על גבול מיאנמר, המזהים עצמם כיהודים.על פי המסורת המועברת בין הדורות בני שבטים אלו הם צאצאי שבט מנשה, מעשרת השבטים שגלו מארץ ישראל בסוף תקופת בית ראשון במאה ה-8 לפנה"ס. מספרם של אלו המקיימים זיקה ליהדות ולעם ישראל נאמד ב-7,000 נפש.לפי הכתוב בתנ"ך, לאחר כיבוש ממלכת ישראל על ידי ממלכת אשור בשנת 722 לפנה"ס, הוגלו עשרת השבטים מהארץ. על פי המסורת הנקוטה בידם, בני שבט מנשה נדדו מזרחה לכיוון אפגניסטן והגיעו עד לסין. בהיותם בסין, במהלך המאה ה-3 נהגו בהם באכזריות, כפו עליהם עבדות והם גורשו מהאזור. כאשר יצאו מסין, אבד או נגזל מהם "הספר הקדוש", ספר התורה שהיה מצוי בידם. במסורות ושירים עתיקי יומין, הם שרים על ה"כלב" או המלך הרשע שגזל מהם את הספר הקדוש. מתקופה זו ואילך המסורת הועברה בעל פה. בהמשך הם הגיעו לאזור הררי בשולי הרי ההימלאיה, שם השתדלו לשמור על מורשתם. לבסוף הגיעו למקומם הנוכחי, מדינות מיזוראם ומניפור שבצפון מזרח הודו.בני מנשה מקיימים מנהגים רבים ומצוות מהיהדות, ביניהם שמירת השבת, ברית מילה, חגי ומועדי ישראל ועוד. בעשור האחרון היו כמה גלי עלייה קטנים של בני מנשה שהתמקמו בצפון הארץ: כרמיאל, קצרין ופרדס חנה והיד כאמור עוד נטויה...מקור: https://he.wikipedia.org/…/%D7%91%D7%A0%D7%99_%D7%9E%D7%A0%…	כרמיאל
30.578611111,34.817777777	30.578611111	34.817777777	בעולם כולו יש 7 מכתשים אירוזיים שהם תופעת טבע מדהימה. מתוכם חמישה נמצאים בנגב וה-2 הנותרים בהרי סיני.כולם מכירים את שלושת המכתשים בארץ: מכתש רמון, המכתש הגדול והמכתש הקטן. אך היכן נמצאים השניים הנותרים?בנגב נמצאים עוד 2 מכתשים: מכתשי עריף אשר נמצאים לא רחוק ממצפה רמון. צמד המכתשים שבראש הר עריף הם המכתשים הקטנים מכולם. מכתשים אלה, האחד על הפסגה והאחד על הדופן המערבית של ההר.צמד מכתשים אלו הוגדרו כחלק מארץ המכתשים רק בשנת 1995 ולכן פחות מוכרים.מכתש אירוזי- שקע שנוצר בעיקר כתוצאה מפעולות סחיפה - בעיקר זרימה של מי משקעים על שכבות הסלע.https://he.wikipedia.org/…/%D7%9E%D7%9B%D7%AA%D7%A9%D7%99%D…	מכתש רמון
32.6725,35.023333	32.6725	35.023333	*עובדה ראשונה🙌* הידעת? מנהרת הכרמל היא המנהרה הארוכה בישראל *לכלי רכב* מנהרות הכרמל בנויות מ2 מנהרות כאשר הארוכה מביניהן עומדת על מרחק של 3,200 מטרים.לעומת זאת, המנהרה הארוכה בישראל היא מנהרה 3 בקו הרכבת המהיר לירושלים וזאת עומדת על מרחק של 11,600 מטריםמקור: מנהרה 3 https://he.m.wikipedia.org/…/%D7%9E%D7%A0%D7%94%D7%A8%D7%94…מנהרות הכרמל: https://he.m.wikipedia.org/…/%D7%9E%D7%A0%D7%94%D7%A8%D7%95…	הכרמל
29.55,34.95	29.55	34.95	השחקן איציק וייס AKA בולבול הקבולבול, מועסק היום כטכנאי ברדיו 'קול הים האדום' באילת.מקור: ידע אישי+ http://www.mynet.co.il/articles/0,7340,L-4061263,00.htmlhttps://he.wikipedia.org/…/%D7%90%D7%99%D7%A6%D7%99%D7%A7_%…בתמונות: בולבול אז והיום	אילת
31.778444444,35.22975	31.778444444	35.22975	סולם הסטטוס קוו' סולם הסטטוס קוו הוא שמו של סולם עץ הממוקם ליד החלון בקומה השנייה של כנסיית הקבר בירושלים. זהו סולם קטן שניצב בחזיתה של כנסיית הקבר בירושלים כבר יותר מ-250 שנה, מתחת לאחד החלונות. עקב סכסוך של מאות שנים בין זרמים שונים בנצרות, לא ניתן להזיז את הסולם ממקומו. האפיפיור פאולוס השישי קבע בשנת 1964 כי הסולם יישאר במקומו עד שהכנסייה הקתולית והכנסייה האורתודוקסית תתאחדנה.מצורפת תמונה מהמאה ה-19 של הצלם:פליקס בונפיסבשנת 1997 היה אדם שהזיז את הסולם ונעצר.מקורות:תפוז: http://www.tapuz.co.il/blogs/viewentry/2431698ויקיפדיה:https://he.wikipedia.org/…/%D7%A1%D7%95%D7%9C%D7%9D_%D7%94%…	כנסיית הקבר
32.798294,35.019004	32.798294	35.019004	כך נראה היום ״הר הזבל״ בחיפה (מצב קיים, לא הדמיה) כל תושבי הקריות שבמשך שנים נסעו לחיפה, זוכרים את הריח שהתריע על הגעה לאיזור גשר פז והעיר התחתית. הפקק החל לקראת הסיבוב שלפני ההר כך שניתן היה להנות לא רק מהריח אלא גם מהנוף המלבב של מה שרק יום קודם היה חלק לגיטימי מהמקרר שלהם, ממש מטרים ספורים מחלונות הרכב. ״הר הזבל״ כל כך יצא משליטה עד כדי כך שהרכבת שנעה על המסילה מצידו השני של ההר היתה נוהגת להאט בקרבה להר למקרה והזבל ידרדר או חלילה המסילה תזוז מכובד משקל ההר. הכל נמשך עד 1999, אז פסקה הטמנת האשפה בהר והחלו עבודות השיקום. במסגרת הקמת כביש 22 (עוקף קריות) על תוואי כביש ה״זבל״ ההיסטורי - הר הזבל הוסדר, בוצעו עבודות לייצוב הקרקע, ובוצע גינון יבש (ניתן לראות בתמונה) באמצעות חצץ והקמת שבילים, וכן החל ביצוע גינון באמצעות עצים וצמחיה עשירה. עובדת בונוס: במשך השנים נעשתה בדיקת התכנות להפקת חשמל באמצעות גז מתאן מפירוק הפסולת האורגנית באתר.מקורות: זכרונות ילדות בלתי נשכחים וגם http://haifahaifa.co.il/%D7%94%D7%A8-%D7%94%D7%96%D7%91%D7…/http://www.ynet.co.il/articles/0,7340,L-4161751,00.htmlhttps://www.haaretz.co.il/misc/1.1511176	גשר פז
32.8,34.983333333	32.8	34.983333333	כך נראה היום ״הר הזבל״ בחיפה (מצב קיים, לא הדמיה) כל תושבי הקריות שבמשך שנים נסעו לחיפה, זוכרים את הריח שהתריע על הגעה לאיזור גשר פז והעיר התחתית. הפקק החל לקראת הסיבוב שלפני ההר כך שניתן היה להנות לא רק מהריח אלא גם מהנוף המלבב של מה שרק יום קודם היה חלק לגיטימי מהמקרר שלהם, ממש מטרים ספורים מחלונות הרכב. ״הר הזבל״ כל כך יצא משליטה עד כדי כך שהרכבת שנעה על המסילה מצידו השני של ההר היתה נוהגת להאט בקרבה להר למקרה והזבל ידרדר או חלילה המסילה תזוז מכובד משקל ההר. הכל נמשך עד 1999, אז פסקה הטמנת האשפה בהר והחלו עבודות השיקום. במסגרת הקמת כביש 22 (עוקף קריות) על תוואי כביש ה״זבל״ ההיסטורי - הר הזבל הוסדר, בוצעו עבודות לייצוב הקרקע, ובוצע גינון יבש (ניתן לראות בתמונה) באמצעות חצץ והקמת שבילים, וכן החל ביצוע גינון באמצעות עצים וצמחיה עשירה. עובדת בונוס: במשך השנים נעשתה בדיקת התכנות להפקת חשמל באמצעות גז מתאן מפירוק הפסולת האורגנית באתר.מקורות: זכרונות ילדות בלתי נשכחים וגם http://haifahaifa.co.il/%D7%94%D7%A8-%D7%94%D7%96%D7%91%D7…/http://www.ynet.co.il/articles/0,7340,L-4161751,00.htmlhttps://www.haaretz.co.il/misc/1.1511176	חיפה
32.8,34.983333333	32.8	34.983333333	עובדה ראשונה שלי והיא מוקדשת לכל 'הילדים האבודים' וחובבי פיטר פן (לדורותיו אבל בעיקר למחזמר 1989).אני מניחה שאין אחד שלא שמע את סיפורו של פיטרפן מאת ג׳יימס בארי, על הנער שלא הסכים לגדול, ונלחם בשודדי הים ובקפטן הוק, ומדי פעם אהב לשמוע סיפורי אגדות שוונדי מקריאה לאחיה הקטנים.אם כן, העובדה שלי עוסקת במחזמר הראשון שעלה על במות ישראל לראשונה בשנת 1965, בתאטרון העירוני חיפה, בתרגומו של ניסים אלוני. ומי שגילם את תפקידו של פיטרפן, או שמא יש להגיד גילמה את פיטרפן, היא לא אחרת מאשר..... גילה אלמגור!עובדת בונוס: מי שגילם את קפטן הוק באותו מחזמר הוא גדעון זינגר (שלדעתי הוא היה נראה שם כמו איניגו מונטויה... אבל אולי זו רק אני).**משום שלא הצלחתי להכנס לתמונות הארכיון, התמונות לקוחות מגוגל** מקורות: https://he.m.wikipedia.org/wiki/פיטר_פןhttp://digitool.haifa.ac.il/R/CQQJNE9DC9MX8FJCN9PX6RR7KEJ9R…	חיפה
32.805555555,35.169444444	32.805555555	35.169444444	---שמו של מחלף(צומת) סומך---בעבר היתה מסורת של סמיכה(הסמכת רבנים) בעם ישראל (שקיימת במובן מסויים גם היום), כאשר דיינים ורבנים מקבלים סמיכה מרב אחר שקיבל סמיכה מרב אחר וכו' עד יהושע בן נון שקיבל סמיכה ממשה רבנו. לפני כאלפיים שנה, גזר אדריינוס קיסר רומא גזרות קשות נגד היהודים. בין היתר הוא אסר את הסמיכה, וקבע שכל רב שיסמוך תלמיד להוראה יהרג, וכך גם התלמיד וכל תושבי אותה העיר. בדף היומי, סנהדרין דף י"ד נאמר שהתנא רבי יהודה בן בבא, שם נפשו בכפו וזימן חמשה תלמידי חכמים לשדה מחוץ לעיר באזור שבין שפרעם ואושא בגליל התחתון וסמך אותם לדיינות. כשהרומאים הבינו מה קורה הם שלחו חיילים למקום, ורבי יהודה הורה לתלמידים שסמך לברוח לכל עבר שלא יתפסו אותם. הרומאים לא הצליחו לתפוס את התלמידים אלא רק את רבי יהודה בן בבא הישיש שנותר במקום, והרגו אותו בעזרת שלוש מאות חיצים. רבי יהודה בן בבא הוא אחד מעשרת הרוגי מלכות המוזכרים בפיוט "אלה אזכרה" הנאמר בתשעה באב (וביום הכיפורים). בזכות מסירות נפשו, מסורת הסמיכה המשיכה בעם ישראל לדורות הבאים דרך התנאים שסמך: רבי מאיר, רבי יהודה, רבי יוסי, רבי שמעון ורבי אלעזר בן שמוע.עובדה בונוס 1: עלות בניית המחלף היא 350 מליון שקל.עובדה בונוס 2:עד סוף 2017 מתוכנן לסיים להאריך את כביש 6 ממחלף עין תות עד למחלף סומך.מקור:https://he.m.wikipedia.org/…/%D7%9E%D7%97%D7%9C%D7%A3_%D7%A…''תלמוד ישראלי'' בפייסבוק	שפרעם
31.07,35.03	31.07	35.03	בעבר, ישראל הפילה מטוס קרב ישראליב5 ליוני, 1967, בצהריי יומה הראשון של מלחמת ששת הימים, טס סרן יורם הרפז ז"ל לתקוף שדות תעופה בירדן, במהלך התקיפה הסתבך מטוסו בכבלי חשמל מה שגרם לקריסת מערכת הקשר במטוסו.כאשר שב הרפז לשטח הארץ הוא עזב את שאר המטוסים במבנה שלו וכשמטוס אחד מלווה אותו ומנסה ליצור איתו קשר ויזואלי, נכנסו השניים למתחם האווירי המוגן בדימונה. בעקבות כך, השמיד את מטוסו טיל ''הוק'' אשר שוגר ע"י אנשי צוות הבקרה של הכור בדימונה לאחר שלא הצליחו ליצור עימו קשר ולא יכלו לוודא את זהותו וכוונותיו. זו הייתה הפעם הראשונה בעולם בה טיל ''הוק'' הפיל מטוס קרב.מקור: אורגן מעל הכור, עדותו של תא'ל ישראל בהרב שליווה את מטוסו של הרפז ברגעיו האחרונים: http://www.sky-high.co.il/1347…/אורגן-מעל-לכור-הפלת-אורגן-12וגם:http://www.nrg.co.il/online/1/ART/851/815.htmlוגם: http://www.haaretz.co.il/misc/1.1283930יהי זכרו של סרן יורם הרפז- ברוך. *למרות שם הקבוצה, זו עובדה חשובה. ברוח הימים.	דימונה
