place	location	lat	lon	answers	categories	question	score	story	right_answer
נירים	31.335,34.395833333	31.335	34.395833333	["יובל זמיר","מורדי גרשון","רמי הויברגר","גל פרציגר"]	["אישים"]	מי מהבאים נולד/ה בנירים?	3	גל פרציגר ('שחקן תיאטרון') נולד בנירים בשנת 1982	גל פרציגר
משמר הנגב	31.364444444,34.718888888	31.364444444	34.718888888	["אלחנן מאיר","עמוס טברסקי","יורם בילו","יגאל ורדי"]	["אישים"]	מי מהבאים נולד/ה במשמר הנגב?	2	יגאל ורדי ('סופר', 'פסיכולוג', 'צייר') נולד במשמר הנגב בשנת 1953	יגאל ורדי
משמר הנגב	31.365444444,34.718888888	31.365444444	34.718888888	["עטר דגן","רוני מרום","אורי אגמון","ישי וקסלר"]	["אישים"]	מי מהבאים נולד/ה במשמר הנגב?	2	ישי וקסלר נולד במשמר הנגב בשנת 1952	ישי וקסלר
כביש הערבה	31.37333333,35.38388889	31.37333333	35.38388889		songs			שיר בסביבתך (כביש הערבה) ! במכונית החדשה של אבא/שלום חנוך, מילים ולחן: שלום חנוך, מילים ולחן: שלום חנוך ------ וחמישים קילומטר לשעה | חוזרים מאילת על  כביש הערבה |   | יש בירה ויש מערכת טובה | במכונית החדשה'	במכונית החדשה של אבא
כיסופים	31.374166666,34.399444444	31.374166666	34.399444444	["שלומי אלקבץ","יוסי מדמוני","נוני גפן","דרור שאול"]	["אישים"]	מי מהבאים נולד/ה בכיסופים?	3	דרור שאול ('תסריטאי', 'במאי קולנוע', 'מפיק קולנוע') נולד בכיסופים בשנת 1971	דרור שאול
תל שרע	31.3912,34.6816	31.3912	34.6816	["עין שבע","בית שאן","נחל אורן","תל שרע"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - צקלג	3	תל שֶׁרַע (בערבית: תַל אַ-שַרִיעַה) הוא תל גדול בנגב הצפוני, בגדתו הצפונית  של נחל גרר, מדרום-מזרח לנתיבות ליד העיר הבדואית רהט, צפונית לבאר שבע. התל  מתנשא על גבעת כורכר לרום של 169 מטרים, וכולל בשטחו כ-20 דונם. תל שרע נחרץ  על ידי מדרונות תלולים רבים, ובינו לבין תל הרור נובעים מעיינות רבים.	תל שרע
רהט	31.3925,34.754444444	31.392500000	34.75444444		ynet כלכלה		5	גם לאחר המכירה לפפסיקו תמורת 3.2 מיליארד דולר מדגישים בחברה את המחויבות לישראל, שאף מעוגנת בהסכם. עם זאת, מקורבים לעסקה מזהירים כי לא בטוח שההתחייבות לפעילות בארץ תקבל תוקף משפטי. סגן ראש העיר רהט שבה נמצא המפעל אמר לאולפן ynet: "אנחנו מתרגשים אך מפחדים". העובדים מצידם ממשיכים כרגיל: "רכישה או לא, אתה לא יודע מה יהיה מחר"	
שובל	31.412777777,34.742777777	31.412777777	34.742777777	["קובי אוז","אריק איינשטיין","אברהם טל","דני רובס"]	["אישים"]	מי מהבאים נולד/ה בשובל?	4	דני רובס ('מלחין', 'זמר', 'פזמונאי') נולד בשובל בשנת 1957	דני רובס
נתיבות	31.416666666,34.583333333	31.416666666	34.583333333	["דודו אהרון","דודו טסה","עמיר בניון","שמעון בוסקילה"]	["אישים"]	מי מהבאים נולד/ה בנתיבות?	3	שמעון בוסקילה ('מלחין', 'זמר') נולד בנתיבות בשנת 1966	שמעון בוסקילה
נתיבות	31.417666666,34.583333333	31.417666666	34.583333333	["ג'קי מקייטן","אריאל זילבר","מוסטפא מוראר","מורן מזוז"]	["אישים"]	מי מהבאים נולד/ה בנתיבות?	2	מורן מזוז ('זמר') נולדה בנתיבות בשנת 1983	מורן מזוז
נתיבות	31.418666666,34.583333333	31.418666666	34.583333333	["רועי ידיד","ישי לפידות","אלי פרידמן","איציק דדיה"]	["אישים"]	מי מהבאים נולד/ה בנתיבות?	2	איציק דדיה ('זמר') נולד בנתיבות בשנת 1993	איציק דדיה
בארי	31.423888888,34.489722222	31.423888888	34.489722222	["מלם תים","קליקסופטוור טכנולוגיות","מסר (חברה)"]	["חברות וארגונים"]	אם אסע לבארי, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	1	המשרדים של מסר (חברה) ממוקמים בבארי	מסר (חברה)
כרמל	31.431666666,35.183611111	31.431666666	35.183611111	["הר הכרמל"," מצפה גלעד- עיר מקלט"," באר שבע"]		לפי התנ"ך, איפה חי נבל הכרמלי?	4	-בתנ"ך מוזכר מקום בשם "כרמל" (בו היה חי נבל הכרמלי, דמות שעשתה צרות לדוד המלך) אך אין מדובר בהר הכרמל אלא ביישוב שהיה באזור הר חברון, ובימינו יש שם התנחלות וכפר ערבי בעלי שם זה. גם חולון לקחה את השם שלה מכפר יהודי שהיה באזור חברון. עוד שמות של יישובים זהים שרחוקים גאוגרפית אחד מהשני: גת וג'ת הגלילית, חצור אשדוד וחצור הגלילית, ובית לחם עם בית לחם הגלילית- כשהדמיון בין השמות גרם לכך שיחשבו שישו נולד בבית לחם שליד ירושלים, כמו דוד המלך ולכן ניתן היה לקשרו לדמות של משיח למרות שהוא נולד בבית לחם שבגליל.	"כרמל"- יישוב שהיה באזור הר חברון
מועצה אזורית תמר	31.45,35.383333333	31.450000000	35.38333333		wiki records			מועצה אזורית תמר - המועצה האזורית תמר מפעילה את אתר הטמנת הפסולת הגדול ביותר במדינת ישראל, מטמנת אפעה.	מועצה אזורית תמר
עין גדי	31.451,35.383333333	31.451000000	35.383333333		songs			עין גדי / יהודית רביץ - השיר נכתב ב1959 ע"י שני תלמידי בי"ס תיכון מירושלים ששהו בקיבוץ עין גדי במסגרת ה"שירות הלאומי" של הגדנע". באותה שנה הוקלט השיר ע"י טובה בן צבי ושמואל בר-זכאי.	עין גדי
נחל ערוגות	31.461725,35.39970833	31.461725	35.39970833		songs			שיר בסביבתך (נחל ערוגות) ! ים המוות/החצר האחורית, מילים: יעקב רוטבליט, לחן: איתמר ציגלר ------ טובע |  | מה לוחשות היעלים בין הצוקים | את  נחל ערוגות  הם משווקים בבקבוקים | נמרים נכחדו,'	ים המוות
נחל ערוגות	31.462725,35.39970833	31.462725000	35.39970833		songs			שיר בסביבתך (נחל ערוגות) ! עין גדי/, מילים: איתן פרץ, לחן: דב אהרוני ------ הכחול בלאט ינוע | וכל הר בו יתנשא גאה ורם. |   | נחל ערוגות,  זה הידוע | מהלכו יישיר אל תוך הים. | האדמה'	עין גדי
סעד	31.4704,34.5349	31.4704	34.5349	["משה לוינגר","חנן פורת","יגאל אריאל","אוהד תירוש"]	["אישים"]	מי מהבאים נולד/ה בסעד?	3	אוהד תירוש נולד בסעד בשנת 1963	אוהד תירוש
סעד	31.4714,34.5349	31.471400000	34.5349	["יעקב אריאל","משה לוינגר","רפי פרץ","יעקב אפשטיין"]	["אישים"]	מי מהבאים נולד/ה בסעד?	2	יעקב אפשטיין ('רב', 'פוסק') נולד בסעד בשנת 1954	יעקב אפשטיין
נחל עוז	31.472597222,34.497197222	31.472597222	34.497197222		songs			סרנדה לעדה / להקת הנח"ל - השיר מבוסס על דמות אמיתית: עדה גלוקץ שעברה מקיבוץ רמת יוחנן להאחזות בנחל עוז ועבדה בהרבה אהבה במטבח, גם אם בהצלחה חלקית משהו.     בשיר מוזכרים מושגים שונים מהמטבח הקיבוצי (נאהב אותך "במקום" כמו מיונזה, במקום הוא השם הקיבוצי למנה תחליפית)	סרנדה לעדה
כפר עזה	31.483697222,34.533997222	31.483697222	34.533997222	["שרון פוליאקין","דגנית ברסט","אלה אמיתי סדובסקי","טל מצליח"]	["אישים"]	מי מהבאים נולד/ה בכפר עזה?	2	טל מצליח ('צייר') נולדה בכפר עזה בשנת 1961	טל מצליח
ים המלח	31.5,35.5	31.5	35.5		songs			גוליית / כוורת - מי שאומר את השורה "נמוך מים המלח" בקול בס מטורף הוא גידי גוב.           את השורה "הנה בא אלינו גוליית" אומר דני סנדרסון.            בשיר קיימות כמה טעויות:        "הם קראו לו השד מאשקלון"         גוליית בכלל היה מגת, לא רחוק מקריית גת בימינו.        "דוד מלך התעצבן, הרוגטקה תנגן!"         זו לא הייתה רוגטקה, זה היה מקלע. ההבדל ביניהם הוא שברוגטקה מושכים חבל אחורה ויורים, ומקלע מסובבים ועוזבים.           חלק מהטקסט כולל מוטיב הרוגטקה, קיים גם בשיר 'הצלף הג'ינג'י' שכתב דן אלמגור והלחין אמיתי נאמן ללהקת פיקוד הצפון לתוכניתה ב1962.           "כוורת" התבקשו לתת שיר ל"גשש החיוור" ועשו על השיר הזה ועל השיר "זאת שמעל המצופה" הצבעה. התוצאה היתה 4-3 לטובת השיר "גולית".	גוליית
ים המוות	31.501,35.5	31.501000000	35.5		songs			שיר בסביבתך (ים המוות) ! ים המוות/החצר האחורית, מילים: יעקב רוטבליט, לחן: איתמר ציגלר ------ נטושים מחכים עדיין | והים בלי מים |  | מי הרג את  ים המוות |   | מי הרג את  ים המוות |   | את ים המוות מי הרג? |  | שם'	ים המוות
ים המלח	31.5,35.5	31.502000000	31.5,35.5	["קין קין/יזהר אשדות","אין אני/שוטי הנבואה","עין גדי /אריק איינשטיין","עיר לבנה /נעמי שמר"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לים המלח?	4	היישוב עין גדי, בו נכתב השיר, נוסד בשנת 1953 כהיאחזות נח"ל צבאית, והפך לקיבוץ בשנת 1956. היישוב היה היחיד באזור ים המלח ומדבר יהודה. הוא היה מנותק ומבודד (עד מלחמת ששת הימים הגישה אליו הייתה רק מאזור ערד), והיווה פינה ירוקה בלב המדבר.  .	עין גדי /אריק איינשטיין
מפלסים	31.501897222,34.564397222	31.501897222	34.564397222	["אבי גנור","דליה אמוץ","עדי נס","רועי קופר"]	["אישים"]	מי מהבאים נולד/ה במפלסים?	2	רועי קופר ('צלם') נולד במפלסים בשנת 1956	רועי קופר
דורות	31.506397222,34.6454	31.506397222	34.6454	["אהוד בן טובים","דוד רביבו","יאיר אזולאי","אלון בן דור"]	["אישים"]	מי מהבאים נולד/ה בדורות?	2	אלון בן דור ('כדורגלן') נולד בדורות בשנת 1952	אלון בן דור
גבים	31.5075,34.598611111	31.5075	34.598611111	["אמירה בוזגלו","יוסי גודארד","דן בירון","יובל מלחי"]	["אישים"]	מי מהבאים נולד/ה בגבים?	3	יובל מלחי ('public history') נולד בגבים בשנת 1973	יובל מלחי
גבים	31.5085,34.598611111	31.508500000	34.598611111	["גת","לגיו","צוקים","גבים"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - שדה עקיבא	3	גֵּבִים הוא קיבוץ במערב הנגב הצפוני, כחצי קילומטר מדרום לעיר שדרות וקילומטר  ממזרח לצומת שער הנגב, בתחום המועצה האזורית שער הנגב. קיבוץ גבים הוקם בי"ב  אלול תש"ז, 28 אוגוסט שנת 1947, כחודשיים לפני ההכרזה על הקמת המדינה. המקימים  את הקיבוץ, היו יוצאי פלמ"ח, מתנועת הנוער העובד והלומד, יוצאי גרעיני מגשימים  ולפיד. במרוצת השנים, נוספו אל הקיבוץ יוצאי גרעינים רבים אחרים יוצאי נח"ל  ובוגרי תנועת עליית הנוער, כאשר בשנות החמישים עבר הקיבוץ משבר חברתי אשר גרם  לרבים מהחברים לעזוב. שמו המקורי של הקיבוץ היה שדה עקיבא, על שמו של עקיבא  אטינגר האגרונום, אך הוחלף עם הזמן לשמו הנוכחי גבים, השאול משמן של הגומות  בסלעים בהן מצטברים מי הגשמים. מיקומו של קיבוץ גבים, במרכז הפעילות של קבוצת  יישובי שער הנגב, הוביל את מועצת שער הנגב לבחור בו לצורך הקמתו של בית הספר  שער הנגב, בו למדים תלמידים משאר היישובים באזור, המשתייכים אל המועצה. קיבוץ  גבים מונה כיום למעלה 500 תושבים ואוכלוסיית הקיבוץ היא חילונית. בקיבוץ  פועלים מגוון שירותים לרווחת הקהילה, בהן חשמליה, חצרניה, מרכולית, מרפאה  ושרותי רפואה, חדר אוכל הפעיל מדי יום לרווחת תושבי הקיבוץ אשר בחרו להקים בית  בנגב ולבנות בית בקיבוץ גבים, כמו כן מספק חדר האוכל את צורכי הקייטרינג של  מכללת ספיר הממוקמת בקרבות הקיבוץ. מרחק הליכה קצרה מקיבוץ גבים, ממוקמת קריית  החינוך של מועצת שער הנגב, וממנה נהנים תלמידי הקיבוץ ושאר יישובי המועצה.  בהיותו יישוב חקלאי או יישוב באזור פיתוח, עובדים המעתיקים את מקום מגוריהם  ליישוב וגרים בו לפחות שישה חודשים רצופים, נהנים מכך שאם התפטרו לשם כך  מעבודתם, ההתפטרות תיחשב להם כפיטורים. בהיותו אחד מיישובי עוטף עזה, ניתנת  לתושביו הטבת מס בהתאם לסעיף 11 לפקודת מס הכנסה. הקיבוץ מחזיק בבעלות של א.ב  מתכננים, אחת מחברות התכנון הגדולות בישראל. גבים נמצאת כ-100 מטר מעל פני הים.	גבים
שדרות	31.526111111,34.593888888	31.526111111	34.59388889		wiki records			ג'ולייטה - ג'ולייטה נולדה בדרבנט, רפובליקת דאגסטן שבברית המועצות דאז (כיום ברוסיה) למשפחה יהודית-מסורתית. היא נקראת על שמה של יוליה מהמחזה השייקספירי, "רומיאו ויוליה"1. ב-1993 כשהייתה בת שש עלתה משפחתה יחד עמה לישראל. היא גדלה והתחנכה בשדרות.	ג'ולייטה
שדרות	31.527111111,34.593888888	31.527111111	34.593888888	["דודו טסה","מתי כספי","ליאור דוידי","קובי אוז"]	["אישים"]	מי מהבאים נולד/ה בשדרות?	4	קובי אוז ('סופר', 'מלחין', 'זמר', 'פזמונאי') נולד בשדרות בשנת 1969	קובי אוז
שדרות	31.528111111,34.593888888	31.528111111	34.593888888	["גידי גוב","דודו טסה","אמיר דדון","מאור כהן"]	["אישים"]	מי מהבאים נולד/ה בשדרות?	3	מאור כהן ('זמר') נולד בשדרות בשנת 1974	מאור כהן
שדרות	31.529111111,34.593888888	31.529111111	34.593888888	["רותם ארליך","ליאור ארדיטי","אור איתן","שמעון אמסלם"]	["אישים"]	מי מהבאים נולד/ה בשדרות?	2	שמעון אמסלם ('כדורסלן') נולד בשדרות בשנת 1966	שמעון אמסלם
שדרות	31.530111111,34.593888888	31.530111111	34.593888888	["חיים גורי","חנוך לוין","יהונתן גפן","שמעון אדף"]	["אישים"]	מי מהבאים נולד/ה בשדרות?	2	שמעון אדף ('סופר', 'משורר', 'מבקר ספרותי') נולד בשדרות בשנת 1972	שמעון אדף
שדרות	31.531111111,34.593888888	31.531111111	34.593888888	["נינט טייב","יהודה סעדו","אורית שחף","חגית יאסו"]	["אישים"]	מי מהבאים נולד/ה בשדרות?	2	חגית יאסו ('זמר') נולדה בשדרות בשנת 1989	חגית יאסו
שדרות	31.532111111,34.593888888	31.532111111	34.593888888	["טיב טעם","המכון הישראלי לדמוקרטיה","MyHeritage","ספקטרוניקס"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בשדרות?	2	המשרדים של ספקטרוניקס, חברה ישראלית, ממוקמים בשדרות	ספקטרוניקס
שדרות	31.533111111,34.593888888	31.533111111	34.593888888		songs			שיר בסביבתך (שדרות) ! בלפור 7/עמיר לב, מילים ולחן: עמיר לב, מילים ולחן: עמיר לב ------ את הדוחות  | הילדים של עזה  | והילדים של  שדרות    |  | תמיד בסוף נופל  | נופל על השטיח האדום | תמיד'	בלפור 7
שדרות	31.534111111,34.593888888	31.534111111	34.593888888		songs			שיר בסביבתך (שדרות) ! איש וכינור/, מילים: חיים אוליאל ומיכה ביטון, לחן: חיים אוליאל ומיכה ביטון ------ ילדים |  | בחום השמש ביום של חג  | או יום של חול |   | שדרות  ובית תוף וכינור |  | במקום בו היו גם דמעות | כוסות'	איש וכינור
קריית ארבע	31.528333333,35.118611111	31.528333333	35.11861111		wiki records			מאיר כהנא - בקריית ארבע הוקם פארק על שמו והוצבה בו מצבה לזכרו.	מאיר כהנא
קריית ארבע	31.529333333,35.118611111	31.529333333	35.118611111	["תותי ניניו","עליזה גבאי","שפרה קורנפלד","אסתר רדא"]	["אישים"]	מי מהבאים נולד/ה בקריית ארבע?	3	אסתר רדא ('זמר', 'פזמונאי', 'שחקן תיאטרון') נולדה בקריית ארבע בשנת 1985	אסתר רדא
קריית ארבע	31.530333333,35.118611111	31.530333333	35.118611111	["אראל סג\"ל","אמנון לורד","אורי אורבך","ארז תדמור"]	["אישים"]	מי מהבאים נולד/ה בקריית ארבע?	2	ארז תדמור נולד בקריית ארבע בשנת 1980	ארז תדמור
קריית ארבע	31.531333333,35.118611111	31.531333333	35.118611111	["שיבי קלר","עדי רן","גד אלבז","סיני תור"]	["אישים"]	מי מהבאים נולד/ה בקריית ארבע?	2	סיני תור ('זמר') נולד בקריית ארבע בשנת 1978	סיני תור
קריית ארבע	31.532333333,35.118611111	31.532333333	35.118611111	["שי חג'ג'","אסתי זקהיים","מאיר יצחק-הלוי","שרה העצני-כהן"]	["אישים"]	מי מהבאים נולד/ה בקריית ארבע?	2	שרה העצני-כהן ('פעיל חברתי') נולדה בקריית ארבע בשנת 1983	שרה העצני-כהן
קריית ארבע	31.533333333,35.118611111	31.533333333	35.118611111		songs			הידעת? / הדורבנים - הידעת? מוצאם של קופי הלמור בראש פינה     הקשר בין רוב ה"עובדות" בשיר למציאות  הוא מקרי בהחלט.           "הידעת ששישים וחמש אחוז מקרית ארבע הם משבט אפרים".            מבירור במחלקת קליטה - בקריית ארבע יש אחוז קטן של בני שבט מנשה.	הידעת?
ארז (קיבוץ)	31.559897222,34.566097222	31.559897222	34.566097222	["גאולה אבן-סער","נסלי ברדה","דן שילון","קרן נויבך"]	["אישים"]	מי מהבאים נולד/ה בארז (קיבוץ)?	3	קרן נויבך ('עיתונאי', 'שדרן רדיו') נולדה בארז (קיבוץ) בשנת 1970	קרן נויבך
תלמים	31.563125,34.669416666	31.563125	34.669416666	["ראאד סלאח","גלעד שליט","יעקב סיקא אהרוני","ניר בן ארצי"]	["אישים"]	מי מהבאים נולד/ה בתלמים?	4	ניר בן ארצי נולד בתלמים בשנת 1957	ניר בן ארצי
אבן שמואל	31.575397222,34.7629	31.575397222	34.7629	["איציק דדיה","יונתן שינפלד","מתי כספי","ישי לפידות"]	["אישים"]	מי מהבאים נולד/ה באבן שמואל?	3	ישי לפידות ('זמר') נולד באבן שמואל בשנת 1968	ישי לפידות
חלץ	31.5786129,34.6534029	31.578612900	34.6534029		wiki records			שדה הנפט חלץ - שדה הנפט חֶלֶץ (נקרא עם גילויו חוליקאת) הוא שדה נפט מסחרי במדינת ישראל ויחד עם שדה הנפט מגד, הם שני שדות הנפט המסחריים היחידים בישראל. השדה נמצא סמוך למושב חלץ, בנגב הצפוני מצפון לעיירה שדרות.	שדה הנפט חלץ
יד מרדכי	31.588611111,34.558333333	31.588611111	34.55833333		wiki records			מרד גטו ורשה - קיבוץ יד מרדכי קרוי על שמו של הגיבור מרדכי אנילביץ', מנהיג האי"ל.	מרד גטו ורשה
יד מרדכי	31.589611111,34.558333333	31.589611111	34.558333333	["48 ס"מ"," 73 ס"מ"," 82 ס"מ"]		השפם הארוך בישראל היה שייך לתושב יד מרדכי, יונה כץ, מה היה אורכו?	5	השפם הארוך בישראל היה של יונה כץ שכיום מתגורר ביד מרדכי, אורך השפם היה כ67 ס"מ. 	67 ס"מ
קריית גת	31.606111111,34.771666666	31.606111111	34.77166667		wiki records			אדמונד לוי - לאחר מותו, לוי הונצח באופנים שונים. ב-2014, נחנכה כיכר על שמו, הנמצאת בסמוך לבית משפט השלום ברמלה, שבו החל את דרכו המשפטית. הפסל שניצב במרכז הכיכר עוצב על ידי האמן המנוח ריצ'רד שילה. ב-2016 כיכר מרכזית נוספת הוקמה על שם השופט, בעיר קריית גת.	אדמונד לוי
קריית גת	31.607111111,34.771666666	31.607111111	34.771666666	["דודי אמסלם","אמיר אוחנה","ירון מזוז","מיקי זוהר"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	4	מיקי זוהר ('משפטן', 'פוליטיקאי') נולד בקריית גת בשנת 1980	מיקי זוהר
קריית גת	31.608111111,34.771666666	31.608111111	34.771666666	["רוני דואני","מירי מסיקה","סופי צדקה","נינט טייב"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	4	נינט טייב ('שחקן', 'זמר', 'פזמונאי', 'שחקן תיאטרון', 'שחקן קולנוע') נולדה בקריית גת בשנת 1983	נינט טייב
קריית גת	31.609111111,34.771666666	31.609111111	34.771666666	["ציפי לבני","לימור לבנת","חנין זועבי","מירי רגב"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	4	מירי רגב ('דובר', 'פוליטיקאי', 'קצין', 'חבר הכנסת') נולדה בקריית גת בשנת 1965	מירי רגב
קריית גת	31.610111111,34.771666666	31.610111111	34.771666666	["הליכוד","הפועל רמת-גן גבעתיים","בנק אוצר החייל","אינטל ישראל"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בקריית גת?	3	המשרדים של אינטל ישראל ממוקמים בקריית גת	אינטל ישראל
קריית גת	31.611111111,34.771666666	31.611111111	34.771666666	["יניב עשור","מרדכי כהנא","שמואל זכאי","אופק בוכריס"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	3	אופק בוכריס ('צבא הגנה לישראל') נולד בקריית גת בשנת 1968	אופק בוכריס
קריית גת	31.612111111,34.771666666	31.612111111	34.771666666	["אורי דייוויס","עדן הראל","משה מחובר","טלי פחימה"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	3	טלי פחימה נולדה בקריית גת בשנת 1976	טלי פחימה
קריית גת	31.613111111,34.771666666	31.613111111	34.771666666	["אהרן דאום","ניסים יגן","הלל וינברג","רונית ברש"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	2	רונית ברש ('דרשנות', 'רב (אישה)') נולדה בקריית גת בשנת 1977	רונית ברש
קריית גת	31.614111111,34.771666666	31.614111111	34.771666666	["יהודה בכר","צבי בר","אסף חפץ","ניסים מור"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	2	ניסים מור נולד בקריית גת בשנת 1958	ניסים מור
קריית גת	31.615111111,34.771666666	31.615111111	34.771666666	["דודו ביטון","משה בן לולו","ניר לוין","אור אינברום"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	2	אור אינברום ('כדורגלן') נולד בקריית גת בשנת 1996	אור אינברום
קריית גת	31.616111111,34.771666666	31.616111111	34.771666666	["רפי פרץ","שי עבאדי","רועי קופר","עדי נס"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	2	עדי נס ('צלם') נולד בקריית גת בשנת 1966	עדי נס
קריית גת	31.617111111,34.771666666	31.617111111	34.771666666	["יוסי בניון","ערן לוי (כדורגלן)","בוני גינצבורג","משה לוגסי"]	["אישים"]	מי מהבאים נולד/ה בקריית גת?	2	משה לוגסי ('כדורגלן') נולד בקריית גת בשנת 1991	משה לוגסי
קריית גת	31.618111111,34.771666666	31.618111111	34.771666666	["באפלו","שיקגו","קרושבץ","אוסלו"]	["ערים ויישובים"]	מי מהערים הבאות אינה עיר תאומה של קריית גת?	2	לקריית גת 3 ערים תאומות. אוסלו, עיר תאומה של תל אביב-יפו, היא לא אחת מהן. שיקגו, באפלו, וקרושבץ הן כן.	אוסלו
קריית גת	31.619111111,34.771666666	31.619111111	34.771666666		songs			שיר בסביבתך (קריית גת) ! חום יולי אוגוסט/שלמה ארצי, מילים ולחן: שלמה ארצי, מילים ולחן: שלמה ארצי ------ הקיץ אין סופי. | ועקנין הגיע לפלוגה, אלוף  קריית גת,  | שרף צריפים, ברח לבית גוברין, | המשטרה'	חום יולי אוגוסט
אנדרטת גדוד 52	31.611388888,34.6575	31.611388888	34.6575	["אלכסנדר קלדר","דוד פלומבו","מ' אריה","צבי אלדובי"]	["תרבות ואמנות"]	מי יצר את אנדרטת גדוד 52?	1	אנדרטת גדוד 52 נוצרה על ידי האומן צבי אלדובי (נולד בשנת 1904 ונפטר בשנת 1996) בשנת 1975 בנגב	צבי אלדובי
אנדרטת גדוד 52	31.612388888,34.6575	31.612388888	34.6575	["אנדרטאות גדס\"ר 134","אנדרטת \"חץ שחור\"","יד לשריון","אנדרטת גדוד 52"]	["תרבות ואמנות"]	איזה פסל, שבסביבתכם, מבין הפסלים הבאים, נוצר ע"י צבי אלדובי?	1	אנדרטת גדוד 52 נוצרה על ידי האומן צבי אלדובי (נולד בשנת 1904 ונפטר בשנת 1996) בשנת 1975 בנגב	אנדרטת גדוד 52
כפר זוהרים	31.622630555,34.925669444	31.622630555	34.925669444	["יעל בר זוהר","מיקי זוהר","אורי זוהר","זוהר ארגוב"]	["אישים"]	על שם מי קרוי היישוב כפר זוהרים	5	כפר זוהרים (יישוב)  קרוי על שם זוהר ארגוב ('זמר') 	זוהר ארגוב
הקרב על גוש עציון	31.649,35.1154	31.649000000	35.1154		wiki records			הקרב על גוש עציון - בקרב האחרון על גוש עציון נפל מספר הלוחמות הגבוה ביותר שנפלו בקרב אחד בכל תולדות מערכות ישראל: בקרב זה נפלו 22 לוחמות, מהן 20 בנות הקיבוץ הדתי.  בתום הקרב נלקחו בשבי הירדני 86 מלוחמות הגוש והן שוחררו שישה ימים בלבד לאחר לקיחתן בשבי (כ"ח באייר, 6/6/48). 	הקרב על גוש עציון
כפר עציון	31.65,35.116666666	31.650000000	35.11666667		wiki records			כפר עציון - שלוש חוות של רביית תרנגולי הודו ביחד עם שותפות במדגרה לאפרוחים של תרנגולי הודו עם קבוצת יבנה. המדגרה היא הגדולה ביותר במזרח התיכון.	כפר עציון
כפר עציון	31.651,35.116666666	31.651000000	35.11666667		wiki records			כפר עציון - בסוף 1947, ערב מלחמת העצמאות, מנה הקיבוץ 163 חברים ו-57 ילדים. כפר עציון היה הראשון מתוך ארבעה קיבוצים שהוקמו כגוש התיישבות מדרום לירושלים על-מנת להגן עליה מפלישה מכיוון דרום. הייתה זו נקודת היישוב העברית הראשונה באזור שמדרום לירושלים, ובעת הקמתה, נקודת היישוב הגבוהה ביותר בארץ ישראל (965 מ').	כפר עציון
אלון שבות	31.654722222,35.127777777	31.654722222	35.127777777	["מקור ראשון","האיחוד הלאומי","מספנות ישראל","מכון צומת"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים באלון שבות?	2	המשרדים של מכון צומת, מכון מחקר ופיתוח טכנולוגי הלכתי באלון שבות, ממוקמים באלון שבות	מכון צומת
אלעזר	31.660038888,35.142013888	31.660038888	35.142013888	["יעקב אלעזר כהנא שפירא","אלי אלעזרא (שחקן פוקר)","עדי אלעזרי","אלעזר המכבי"]	["אישים"]	על שם מי קרויה ההתנחלות אלעזר	3	אלעזר (התנחלות במחוז יהודה ושומרון)  קרויה על שם אלעזר המכבי	אלעזר המכבי
נגבה	31.6609,34.6831	31.6609	34.6831	["עמיחי שמואלי","גיורא רום","אמיר נחומי","גיורא אבן אפשטיין"]	["אישים"]	מי מהבאים נולד/ה בנגבה?	2	גיורא אבן אפשטיין ('איש צבא') נולד בנגבה בשנת 1938	גיורא אבן אפשטיין
קוממיות	31.661997222,34.7306	31.661997222	34.7306	["דניאל אורן","טלי שרון","עומר אביטל","משה גוטמן"]	["אישים"]	מי מהבאים נולד/ה בקוממיות?	2	משה גוטמן נולד בקוממיות בשנת 1973	משה גוטמן
